,title,year,kind,genre,rating,vote,country,language,cast,director,writer,runtime
27,Dona Herlinda and Her Son,1985.0,movie,"['Comedy', 'Drama', 'Romance']",6.7,497.0,['Mexico'],['Spanish'],"['Arturo Meza', 'Marco Treviño', 'Guadalupe Del Toro', 'Letícia Lupercio', 'Josefina González', 'Lucha Villa', 'Guillermina Alba', 'Madres y Comadres', 'Arturo Camacho', 'Jorge Antonio Contreras', 'Clemencia de Cisneros', 'Arturo Galindo', 'Angelica Guerrero', 'Ernst Jager', 'Anna Kurtycz', 'Tarcila Martinez', 'Lorenza Newton', 'Eduardo Rivas']",['Jaime Humberto Hermosillo'],"['Jaime Humberto Hermosillo', 'Jaime Humberto Hermosillo', 'Jorge López Páez']",103.0
28,Inside the Space Station,2000.0,tv movie,['Documentary'],6.6,76.0,['United States'],['English'],['Liam Neeson'],['Pierre de Lespinois'],['Stephen Jay Schwartz'],150.0
29,A Fishy Story,1989.0,movie,"['Comedy', 'Drama']",6.7,123.0,['Hong Kong'],['Cantonese'],"['Kenny Bee', 'Maggie Cheung', 'Anthony Chan', 'Josephine Koo', 'Carrie Ng', 'Tien-Lang Li', 'Chung Lam', 'Sin Hung Tam', 'Hsiao-Shan Chao', 'Chi-Fai Chan', 'Gujjar Singh', 'Tak Yuen', 'Season Ma', 'Siu Cheung']",['Anthony Chan'],"['Anthony Chan', 'Eddie Ling-Ching Fong']",92.0
30,Notre musique,2004.0,movie,['Drama'],6.9,2915.0,"['France', 'Switzerland']","['French', 'Arabic', 'English', 'Hebrew', 'Serbo-Croatian', 'Spanish']","['Sarah Adler', 'Nade Dieu', 'Rony Kramer', 'Simon Eine', 'Jean-Christophe Bouvet', 'George Aguilar', 'Ferlyn Brass', 'Leticia Gutiérrez', 'Aline Schulmann', 'Jean-Luc Godard', 'Juan Goytisolo', 'Mahmoud Darwich', 'Jean-Paul Curnier', 'Pierre Bergounioux', 'Gilles Pecqueux', 'Elma Dzanic', 'Lana Baric', 'Sanja Buric', 'Alena Dzebo', 'Sasa Handzic', 'Leandro Monti']",['Jean-Luc Godard'],['Jean-Luc Godard'],94.0
31,L'oeil de Vichy,1993.0,movie,"['Documentary', 'War']",7.2,322.0,['France'],"['French', 'German']","['Michel Bouquet', 'Brian Cox', 'Maquisard Alfonso', 'General Bergeret', 'Jean Bichelonne', 'Maquisard Boczov', 'Pierre Boisson', 'Abel Bonnard', 'René Bousquet', 'Amédée Bussière', 'Préfet Carle', 'Procureur Cassaigneau', 'Marcel Cerdan', 'François Darlan', 'Joseph Darnand', 'Fernand de Brinon', 'Alphonse de Chateaubriant', 'Charles de Gaulle', 'Darquier de Pellepoix', 'Jacques Doriot', 'Henri Du Moulin', 'Marcel Déat', 'José Ferrer', 'Maquisard Fingerweig', 'Francisco Franco', 'Monsieur Frehel', 'Joseph Goebbels', 'Hermann Göring', 'Philippe Henriot', 'Reinhard Heydrich', 'Adolf Hitler', 'Charles Huntziger', 'Helmut Knochen', 'Pierre Koenig', 'Monsieur Laconde', 'Monsieur Lagardelle', 'Georges Lamirand', 'Pierre Laval', 'Admiral Le Luc', 'Robert Ley', 'Achille Magny', 'Maquisard Manouchian', 'Hans Joachim Marseille', 'Jean Mayol de Luppé', 'Monsieur Mesnard', 'Léon Noël', 'Carl Oberg', 'Edgar Puaud', 'Philippe Pétain', 'Maquisard Rayman', 'Paul Reynaud', 'Erwin Rommel', 'Georges Scapini', 'Rudolf Schleier', 'Paul Schmidt', 'Albert Speer', 'Monsieur Tanenzat', 'Gerd von Rundstedt', 'Maxime Weygand', 'James Cagney', 'Norma Shearer']",['Claude Chabrol'],"['Jean-Pierre Azéma', 'Robert O. Paxton']",24.0
32,Bruce Lee: A Warrior's Journey,2000.0,video movie,"['Documentary', 'Action', 'Biography']",8.0,3007.0,"['United States', 'United Kingdom', 'Hong Kong']","['English', 'Cantonese']","['Bruce Lee', 'Kareem Abdul-Jabbar', 'Peter Archer', 'Sun-Man Bae', 'Robert Baker', 'Pierre Berton', 'Linda Lee Cadwell', 'Jackie Chan', 'Yuan Chieh', 'James Coburn', 'Doug Copsey', 'James Franciscus', 'James Garner', 'Ted Hanulak', 'Sammo Kam-Bo Hung', 'Hee-Soo Hwang', 'Dan Inosanto', 'Han Jae Ji', 'Bill Katz', 'Byung-Joo Kim', 'Hak-Kyu Kim', 'Taky Kimura', 'George Lazenby', 'Kang-Kook Lee', 'Joe Lewis', 'John Little', 'Bey Logan', 'Mako', 'Angela Mao', 'Nora Miao', 'Andre Morgan', 'Chuck Norris', ""Carroll O'Connor"", 'Se-kyn Oh', 'Tong-il Pang', 'Sung-Woo Park', 'Peter Mark Richman', 'John Saxon', 'Mike Stone', 'James Tien', 'Robert Wall', 'Ing-Sik Whang', 'Van Williams', 'Biao Yuen', 'Ho-You Yun', 'Jiddu Krishnamurti']","['John Little', 'Bruce Lee']","['Bruce Lee', 'John Little', 'Bey Logan']",98.0
33,Bear Cub,2004.0,movie,"['Comedy', 'Drama']",7.1,3586.0,['Spain'],"['Spanish', 'French']","['José Luis García Pérez', 'David Castillo', 'Empar Ferrer', 'Elvira Lindo', 'Arno Chevrier', 'Mario Arias', 'Josele Román', 'Diana Cerezo', 'Daniel Llobregat', 'Juanma Lara', 'Jorge Calvo', 'Josep Tomàs', 'Juanjo Martínez', 'Ramón Ramos', 'Patxi Uribarren', 'Isidro Olmo', 'Fernando Albizu', 'Javier Martínez', 'Pep Morell', 'Alfonso Torregrosa', 'Fernando Tejero', 'Roberto Hernández', 'Félix Álvarez', 'Cali Caballero', 'Jorge Alcázar', 'Montse Alcoverro', 'César Capilla', 'Melanie Beleña', 'Ana Albaladejo', 'Felipe Albaladejo', 'Paco Luna', 'Daniel Heras', 'Herminia Mendoza', 'Manuel Crespo', 'Lucía de la Fuente', 'Adrián Deacal', 'Elena Jimenez', 'Juan Ramón Deacal', 'Umesh']",['Miguel Albaladejo'],"['Miguel Albaladejo', 'Salvador García Ruiz']",108.0
34,Briar Patch,2002.0,movie,"['Drama', 'Romance', 'Thriller']",5.5,1397.0,['United States'],['English'],"['Dominique Swain', 'Henry Thomas', 'Arie Verveen', 'James Urbaniak', 'Karen Allen', 'Debra Monk', 'Blake Lindsley', 'Suzanne Castle', 'Starla Lee', 'Judy Simpson', 'Len Hathaway', 'Stuart Hough', 'Joan Thomas', 'Sam Froelich', 'Donald Lee Hall Jr.']",['Zev Berman'],['Deborah Pryor'],85.0
35,Cube²: Hypercube,2002.0,movie,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",5.6,65498.0,['Canada'],['English'],"['Kari Matchett', 'Geraint Wyn Davies', 'Grace Lynn Kung', 'Matthew Ferguson', 'Neil Crone', 'Barbara Gordon', 'Lindsey Connell', 'Greer Kent', 'Bruce Gray', 'Philip Akin', 'Paul Robbins', 'Andrew Scorer']",['Andrzej Sekula'],"['Sean Hood', 'Sean Hood', 'Ernie Barbarash']",88.0
36,Coldblooded,1995.0,movie,"['Action', 'Comedy', 'Thriller']",6.7,3692.0,['United States'],['English'],"['Jason Priestley', 'Kimberly Williams-Paisley', 'Peter Riegert', 'Robert Loggia', 'Jay Kogen', 'Janeane Garofalo', 'Josh Charles', 'David Anthony Higgins', 'Doris Grau', 'Anne Carroll', 'Buck McDancer', 'Marcos A. Ferraez', 'Gilbert Rosales', 'Jim Turner', 'Michael J. Fox', 'Talia Balsam', 'Marc Wolodarsky', ""Kay O'Connell"", 'Cecile Krevoy', 'Elliott Gould']",['Wallace Wolodarsky'],['Wallace Wolodarsky'],232.0
37,Mr. Vampire,1985.0,movie,"['Action', 'Comedy', 'Fantasy', 'Horror']",7.4,3772.0,['Hong Kong'],['Cantonese'],"['Ching-Ying Lam', 'Siu-Ho Chin', 'Ricky Hui', 'Moon Lee', 'Billy Lau', 'Siu-Fung Wong', 'Wah Yuen', 'Ha Huang', 'Anthony Chan', 'Wu Ma', 'Chau Sang Lau', 'Wan-Si Wong', 'Pak-Kwong Ho', 'Kai-Man Tin', 'Mo Yuen', 'Wellson Chin', 'Yun-Chiang Peng', 'Wing-Cheung Cheung', 'Ming-Wai Chan', 'Wing-Tat Woo']",['Ricky Lau'],"['Ricky Lau', 'Cheuk-Hon Szeto', 'Barry Wong']",68.0
38,DarkWolf,2003.0,video movie,['Horror'],2.7,1662.0,['United States'],['English'],"['Samaire Armstrong', 'Ryan Alosio', 'Andrea Bogart', 'Jaime Bergman', 'Alexis Cruz', 'Aaron Van Wagner', 'Sasha Craig', 'Kane Hodder', 'Beau Clark', 'Steven Williams', 'Tippi Hedren', 'Monica Lee', 'Rick McCallum', 'Vince Lozano', ""Alex D'Lerma"", 'Marilyn Miller', 'Louis Horowitz', 'Katie Lohmann', 'John Eric Brown', 'Sarah Helena Coombs', 'Bruna Rubio', 'Meghann Scully']",['Richard Friedman'],"['Geoffrey Alan Holliday', 'Chuck Scholl', 'Geoffrey Alan Holliday']",101.0
39,Arachnid,2001.0,movie,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",3.9,2853.0,"['Spain', 'United States', 'Mexico']","['Spanish', 'English']","['Chris Potter', 'Alex Reid', 'José Sancho', 'Neus Asensi', 'Ravil Isyanov', 'Luis Lorenzo Crespo', 'Rocqueford Allen', 'Jesús Cabrero', 'Robert Vicencio', 'Héctor Chiquín', 'Conejo Wilson', 'Fausto Gualsaqui', 'Gavin Sims']",['Jack Sholder'],['Mark Sevi'],82.0
40,The Cat and the Canary,1978.0,movie,"['Comedy', 'Mystery', 'Horror']",5.6,1382.0,['United Kingdom'],['English'],"['Honor Blackman', 'Michael Callan', 'Edward Fox', 'Wendy Hiller', 'Olivia Hussey', 'Beatrix Lehmann', 'Carol Lynley', 'Daniel Massey', 'Peter McEnery', 'Wilfrid Hyde-White']",['Radley Metzger'],"['Radley Metzger', 'John Willard']",88.0
41,Goddess of Mercy,2003.0,movie,"['Action', 'Crime', 'Drama', 'Romance']",6.4,482.0,"['Hong Kong', 'China']",['Mandarin'],"['Wei Zhao', 'Nicholas Tse', 'Yunlong Liu', 'Jianbin Chen', 'Haiying Sun', 'Yanjun Bi', 'Abao Chen', 'Yangyang Dong', 'Qiang Fu', 'Zhilan Gao', 'Jiantao Hong', 'Guanghou Liu', 'Zhu Lun', 'Li Niu', 'Gejie Renboqie', 'Jiatong Su', 'Jinglin Tang']",['Ann Hui'],"['Ivy Ho', 'Hai Yan', 'Hai Yan']",166.0
42,The Tricky Master,1999.0,movie,"['Action', 'Comedy']",5.9,1534.0,['Hong Kong'],"['Cantonese', 'English', 'Japanese']","['Stephen Chow', 'Nick Cheung', 'Sandra Kwan Yue Ng', 'Bing-Chuen Cheung', 'Tat-Ming Cheung', 'William Wai-Lun Duen', 'Suki Kwan', 'Siu-Kei Lee', 'Sammuel Leung', 'Kelly Lin', 'Ken Lo', 'Tin-Bo Tam', 'Kan-Wing Tsang', 'Jing Wong', 'Bobby Yip', 'King-Tan Yuen']",['Jing Wong'],['Jing Wong'],134.0
43,Get Out Your Handkerchiefs,1978.0,movie,"['Comedy', 'Drama', 'Romance']",6.9,3746.0,"['France', 'Belgium']",['French'],"['Gérard Depardieu', 'Patrick Dewaere', 'Carole Laure', 'Michel Serrault', 'Eléonore Hirt', 'Jean Rougerie', 'Sylvie Joly', 'Riton Liebman', 'Liliane Rovère', 'Michel Beaune', 'Roger Riffard', 'André Thorent', 'André Lacombe', 'David Gabison', 'Gilberte Géniat', 'Jean Perin', 'Bertrand De Hautefort', 'Philippe Brigaud']",['Bertrand Blier'],['Bertrand Blier'],99.98411297440424
44,Sleepover Nightmare,2005.0,video movie,['Horror'],3.6,299.0,['Canada'],['English'],"['Hayley Sales', 'Chad Rook', 'Kristine Cofsky', 'Richard Olak', 'Ward McMahon', 'Will Millar', 'Ace Hicks', 'Ashleigh Harrington', 'Jonas Shandel', 'Benjamin R. Hanson', 'Graham Wright', 'Jolene White', 'Nicholas Buchart', 'Rick Alexander', 'Craig Webb', 'Mike Moroz', 'Michael Antonakos', 'Raheem Hiscock', 'James Mowat', 'Stephanie Cleough', 'Peter Limberis', 'Jessica Nicoline', 'Drew Coleman', 'Leah Edwards', 'Kristin Fee', 'Mindi Howatt', 'Sean McKenna', 'Claire Millar', 'Ian Evans', 'Ken Parker', 'Claudine Evans', 'Mike Evans', 'Michael Morgan', 'Paul Rawson']",['Boon Collins'],['Boon Collins'],86.0
45,Demon Warrior,1988.0,movie,['Horror'],4.0,140.0,['United States'],['English'],"['Wiley M. Pickett', 'Leslie Mullin', 'Jon Langione', 'John Garrett', 'Jerry Coiteux', 'Bruce Carbonara', 'Vonda Borski', 'Lee Barret', 'Martin Smith', 'Alan Stewart', 'Casey L. Curry', 'Robert Lee Segler', 'Bill Shaw', 'Gerald Stewart']",['Frank Patterson'],"['Mark Baird', 'Frank Patterson', 'Alan Stewart']",88.0
46,Gentlemen of Fortune,1971.0,movie,"['Comedy', 'Crime', 'Drama', 'Mystery']",8.5,11015.0,['Soviet Union'],['Russian'],"['Evgeniy Leonov', 'Georgiy Vitsin', 'Saveliy Kramarov', 'Radner Muratov', 'Erast Garin', 'Natalya Fateeva', 'Nikolay Olyalin', 'Anatoliy Papanov', 'Pavel Shpringfeld', 'Lyubov Sokolova', 'Oleg Vidov', 'Aleksey Vanin', 'Natalya Vorobyova', 'Zoya Vasilkova', 'Galina Mikeladze', 'Roman Filippov', 'Vladimir Protasenko', 'Vladimir Van-Zo-Li', 'Anatoli Yabbarov', 'Yekaterina Mazurova', 'Vyacheslav Gostinsky', 'Aleksandr Lebedev', 'L. Lyubomudrova', 'Aleksandr Lukyanov', 'Olga Seraya', 'Svetlana Starikova']",['Aleksandr Seryy'],"['Georgiy Daneliya', 'Viktoriya Tokareva']",95.0
47,How to Irritate People,1969.0,episode,['Talk-Show'],6.8,2063.0,['United Kingdom'],['English'],"['John Cleese', 'Tim Brooke-Taylor', 'Graham Chapman', 'Michael Palin', 'Gillian Lind', 'Connie Booth', 'Dick Vosburgh']",['Ian Fordyce'],"['Graham Chapman', 'John Cleese', 'Tim Brooke-Taylor']",66.0
48,One Last Dance,2003.0,movie,"['Drama', 'Romance']",5.5,1491.0,['Canada'],['English'],"['Patrick Swayze', 'Lisa Niemi', 'George De La Pena', 'Matthew Walker', 'Stefan Wenta', 'Timothy Webber', 'Marie Stillin', 'Aundra Ford', 'Daniel Heifetz', 'Elena Heifetz', 'Muriel Hogue', 'Nancy Jane Drake', 'Thom Allison', 'Rasta Thomas', 'Desmond Richardson', 'Kathryn Bradney', 'Tai Jiminez', 'Bambi Swayze', 'Jamie Bishton', 'Stephanie Slater', 'Heather Thompson', 'Chris Sigurdson', 'Dwight Rhoden', 'Amanda Kostyk', 'Yosuke Mino', 'CindyMarie Small', 'Cliff Sumter']",['Lisa Niemi'],"['Kevin Bernhardt', 'Lisa Niemi']",99.98411297440424
49,Richard Pryor: Live on the Sunset Strip,1982.0,movie,['Comedy'],7.7,4040.0,['United States'],['English'],"['Richard Pryor', 'Gene Cross', 'Julie Hampton', 'Jesse Jackson']",['Joe Layton'],"['Paul Mooney', 'Richard Pryor']",99.98411297440424
50,The Chorus,2004.0,movie,"['Comedy', 'Drama', 'Music']",7.9,59473.0,"['France', 'Switzerland', 'Germany']",['French'],"['Gérard Jugnot', 'François Berléand', 'Kad Merad', 'Jean-Paul Bonnaire', 'Marie Bunel', 'Jean-Baptiste Maunier', 'Maxence Perrin', 'Grégory Gatignol', 'Thomas Blumenthal', 'Cyril Bernicot', 'Simon Fargeot', 'Théodule Carré-Cassaigne', 'Philippe du Janerand', 'Carole Weiss', 'Erick Desmarestz', 'Paul Chariéras', 'Armen Godel', 'Monique Ditisheim', 'Steve Gadler', 'Fabrice Dubusset', 'Marielle Coubaillon', 'Violette Barratier', 'Lena Chalvon', 'Colette Dupanloup', 'Didier Flamand', 'Jacques Perrin', 'Mathieu Basset', 'Loïc Bernicöt', 'Christophe Borie', 'Clément Bonnemoy', 'Dimitri Brand', 'Aurélien Bravard', 'Benjamin Charles', 'Niels Dalbignat', 'Gaetan Delaire', 'Louis Deval', 'Jordan Donatella', 'Quentin Donatella', 'Jérémy Duarte', 'Rémi Dubien', 'Aurélien Dussol', 'Patrice Dubrouillet', 'Jérémy Eberle', 'Mickaël Fournier', 'Benoît Fritisse', 'Nicolas Gomme', 'Florian Gontard', 'Bogdan Illouz', 'Giacomo Kahn', 'Marc-Antoine Madeyre', 'Kevin Monteiro', 'Denis Papon', 'Vincent Riqueur', 'Alexandre Resende', 'Anthony Ryat', 'Quentin Alibert', 'Rodrigo Avitt', 'Baptiste Beaumet', 'Yanis Benhamana', 'Vincent Reviron', 'Eloi Buisson', 'Jessy Chalmeton', 'Arthus Chambon', 'Antonin Delahaies', 'Alexandre Dosjoub', 'Mathieu Durif', 'Kevin Eytier', 'Gaël Fayet', 'Loïc Françon', 'Sylvain Fustier', 'Philippe Gaumme', 'Jordy Lapatrie', 'Gary Lemaouche', 'Thomas Levert', 'Jean-Baptiste Malaqui', ""Samuel L'Honnen"", 'Titouan Martin', 'Adrien Pinet', 'Pierre-Alban Vernet', 'Kevin Remont', 'Nicolas Pouyad', 'Maxime Brilland-Guijarro', 'Michel Caccia']",['Christophe Barratier'],"['Georges Chaperot', 'René Wheeler', 'René Wheeler']",45.0
51,Regular Guys,1996.0,movie,"['Comedy', 'Crime', 'Romance']",6.8,1433.0,['Germany'],"['German', 'Russian', 'Italian']","['Christoph M. Ohrt', 'Carin C. Tietze', 'Tim Bergmann', 'Oliver Stokowski', 'Rudolf Kowalski', 'Dieter Brandecker', 'Daniela Ziegler', 'Ina Weisse', 'Andreas Pietschmann', 'Heinz-Werner Kraehkamp', 'Edgar M. Böhlke', 'Antonio Putignano', 'Martin Ankermann', 'Karina Marmann', 'Philipp Seiser', 'Jan Reichert', 'Luka Zigic', 'Siegfried Herold', 'Martin Fuchs', 'Manuela Riva', ""Camillo D'Ancona"", 'Pietro Bertino', 'Hans Freidhof', 'Ralf Albert', 'Christoph Boland', 'Momme Mommsen', 'Abou Lagraa', 'Anthony Arndt']",['Rolf Silber'],"['Rolf Silber', 'Rudolf Bergmann']",90.0
52,X2: X-Men United,2003.0,movie,"['Action', 'Sci-Fi', 'Thriller']",7.4,527257.0,"['United States', 'Canada']","['English', 'German', 'Italian', 'Spanish']","['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Anna Paquin', 'Rebecca Romijn', 'Brian Cox', 'Alan Cumming', 'Bruce Davison', 'Aaron Stanford', 'Shawn Ashmore', 'Kelly Hu', 'Katie Stuart', 'Kea Wong', 'Cotter Smith', 'Chiara Zanni', 'Jackie A. Greenbank', 'Michael Soltis', 'Michael David Simms', 'David Fabrizio', 'Roger Cross', 'Richard Bradshaw', 'Bryce Hodgson', 'Glen Curtis', 'Greg Rikaart', 'Shauna Kain', 'Ty Olsson', 'Alfonso Quijada', 'Rene Quijada', 'Brad Loree', 'Sheri G. Feldman', 'Connor Widdows', 'Daniel Cudmore', 'Peter Wingfield', 'Charles Siegel', 'Steve Bacic', 'Michael Reid MacKay', 'James Kirk', 'Jill Teed', 'Alf Humphreys', 'Michasha Armstrong', 'Robert Hayley', 'Mark Lukyn', 'Kendall Cross', 'Keely Purvis', 'Dylan Kussman', 'Jason Whitmer', 'Aaron Pearl', 'Aaron Douglas', 'Colin Lawrence', 'Richard C. Burton', 'Michael Joycelyn', 'Nolan Gerard Funk', 'Devin Douglas Drewitz', 'Jermaine Lopez', 'Sideah Alladice', 'Kurt Max Runte', 'Benjamin Glenday', 'Lori Stewart', 'Ted Friend', 'Mi-Jung Lee', 'Marrett Green', 'Jill Krop', 'Brian Peck', 'Layke Anderson', 'Mike Dopud', 'Emily Hirst', 'David Kaye', 'Blake Mawson', 'Darren McGuire', 'Mike Mitchell', 'Jade Ramsey', 'Nikita Ramsey', 'Newton Thomas Sigel', 'Bryan Singer', 'Valerie Tian', 'Shaina Tianne Unger']",['Bryan Singer'],"['Zak Penn', 'David Hayter', 'Bryan Singer']",60.0
53,Chasing Freedom,2004.0,tv movie,['Drama'],6.5,398.0,"['Canada', 'United States']",['English'],"['Juliette Lewis', 'Layla Alizada', 'Bruce Gray', 'Michael David Simms', 'Yanna McIntosh', 'Veena Sood', 'Brian Markinson', 'Ali Jhon', 'Aziza Sindhu', 'Wajma Soroor', 'Gail Hanrahan', 'Daniel Libman', 'Andrew Misle', 'Stacey Zurburg', 'Rochelle Maitripala', 'Shafiqullah Mojaddedi', 'Alison Sealy-Smith', 'Nkechi Odina', 'Bob Chomyn', 'Chris Kelly', 'Farid Hussaini', 'Rohullah Hussain Zada', 'Moe Allahdadi', 'Lori Ravensborg', 'Rick Gaudio', 'Lisa Christie', 'Patti Kim', 'Chris Enright', 'Qais Amer', 'Abdul Aziz Hashtee', 'Hamidullah Mehri', 'Homayoon Hussaini', 'Crystal Balint', 'Ghazali Amer', 'Syed Mahmoodi', 'Khan Soroor', 'Rita Bozi', 'Peter Lamarr', 'Karen Gartner', ""Susan O'Rourke"", 'Michael Francis', 'Subah Sadiq', 'Dadhullah Hussain Zada', 'Eddie Eagle', 'Philip Akin', 'Mark Ghanimé']",['Don McBrearty'],['Barbara Samuels'],84.0
54,Stepping Razor: Red X,1992.0,movie,"['Documentary', 'Music']",7.7,140.0,['Canada'],['English'],"[""Edward 'Bigs' Allen"", ""Lloyd 'Rocky' Allen"", 'Andrea Davis', 'Roy Garrick', 'Ron Headley', 'Gary Isaacs', 'Jahbi', 'Junior', 'Kenile', 'Rab Leon', 'Lawrence Mabcoe', 'Sister Margaret', 'Sandra Okiror', 'Sister P.', ""Bruce 'Preacher' Robinson"", 'Rabta Steve', 'Beresford Thompson', 'Thunder', 'Peter Tosh']",['Nicholas Campbell'],['Nicholas Campbell'],60.0
55,Ruby's Bucket of Blood,2001.0,tv movie,"['Drama', 'Music']",6.0,317.0,['United States'],['English'],"['Angela Bassett', 'Kevin Anderson', 'Brian Stokes Mitchell', 'Jurnee Smollett', 'Glenn Plummer', 'Angelica Page', 'Arnold Pinnock', 'Martin Villafana', 'Ruby Webb', 'Rudy Webb', 'Cabral Richards', 'David Ferry', 'Mailka Oakley', 'Karen Andrew', 'Anna Ferguson', 'Shamakah Ali', 'Ted Yearwood', 'Christopher Rouse', 'K.C. Collins', 'Kim Roberts', 'Camille Lawrence', 'Delores Etienne', 'Catherine Fitch', 'Barry Stillwell', 'Hayden Baptiste', 'Serena Lee', 'Troy P. Liddell', 'Ingrid Abbott', 'Eva Beckett', 'Barnita Domenico-Runnings', 'Kiera Bangster', 'Sherisse Springer', 'Jerome Bobb', 'Uriel Fisher', 'Robert France', 'Stanley Taylor', 'James Washington']",['Peter Werner'],"['Julie Hébert', 'Julie Hébert']",99.98411297440424
56,Venus Boyz,2002.0,movie,['Documentary'],6.2,418.0,"['Switzerland', 'United States', 'Germany']","['English', 'German']","['Diane Torr', 'Dréd Gerestant', 'Del La Grace Volcano', 'Queen Bee Luscious', 'Mistress Formika', 'Philly Abe', 'Dee Finley', 'Mo Fischer', 'Judith Halberstam', 'Bridge Markland', 'Simo Maronati', 'Shelly Mars', 'Martina Meijer Torr', 'Marcel Meijer', 'A. Hans Scheirl', 'Svar Simpson', 'Storme Webber']",['Gabriel Baur'],['Gabriel Baur'],90.0
57,Unconstitutional,2004.0,video movie,['Documentary'],7.8,368.0,['United States'],['English'],"['Aquil Abdullah', 'John Ashcroft', 'Bob Barr', 'Azmat Begg', 'Tony Blair', 'A.J. Brown', 'George W. Bush', 'Vincent Cannistraro', 'Dick Cheney', 'Darren Christensen', 'David Cole', 'Ryan Coonerty', 'Kathy Culliton', 'Peter A. DeFazio', 'Hanan Hamoui', 'Mohammed Hamoui', 'Nadin Hamoui', 'Rham Hamoui', 'Safouh Hamoui', 'Sam Hamoui', 'Jamie Hanes', 'Douglas Heller', 'Ken Kurtis', 'David Lindorff', 'Dave Meserve', 'Geoffrey Miller', 'Michael Mori', 'Robert Mueller', 'Laura Murphy', 'Donna Newman', ""Andrew O'Connor"", 'Barbara Olshansky', 'José Padilla', 'Tom Ridge', 'Anthony Romero', 'Colleen Rowley', 'Donald Rumsfeld', 'Chuck Schumer', 'James Sensenbrenner', 'Jayashri Srikantian', 'Larry Thompson', 'Anne Turner', 'Mara Verheyden-Hilliard', 'Vivian White', 'Thomas B. Wilner', 'Paul Wolfowitz']",['Nonny de la Peña'],['Nonny de la Peña'],65.0
58,Querelle,1982.0,movie,['Drama'],6.7,6270.0,"['West Germany', 'France']",['English'],"['Brad Davis', 'Franco Nero', 'Jeanne Moreau', 'Laurent Malet', 'Hanno Pöschl', 'Günther Kaufmann', 'Burkhard Driest', 'Roger Fritz', 'Dieter Schidor', 'Natja Brunckhorst', 'Robert van Ackeren', 'Werner Asam', 'Isolde Barth', 'Axel Bauer', 'Neil Bell', 'Gilles Gavois', 'Wolf Gremm', 'Karl-Heinz von Hassel', 'Y Sa Lo', 'Michael McLernon', 'Frank Ripploh', 'Karl Scheydt', 'Vitus Zeplichal', 'Isa Jank']",['Rainer Werner Fassbinder'],"['Jean Genet', 'Rainer Werner Fassbinder', 'Burkhard Driest']",119.0
59,The Neon Bible,1995.0,movie,['Drama'],6.1,831.0,"['United Kingdom', 'Spain']",['English'],"['Jacob Tierney', 'Drake Bell', 'Gena Rowlands', 'Diana Scarwid', 'Denis Leary', 'Bob Hannah', 'Aaron Frisch', 'Charles Franzen', 'Leo Burmester', 'Sherry Velvet', 'Stephanie Astalos-Jones', 'Ian Shearer', 'Joan Glover', 'Jill Jane Clements', 'Tom Turbiville', 'Sharon Blackwood', 'Peter McRobbie', 'Ken Fight', 'Dana Seltzer', 'Virgil Graham Hopkins', 'Ducan Stewart', 'J.T. Alessi', 'Duncan Stewart', 'Frances Conroy', 'Marcus Batton', 'Barry Hopkins']",['Terence Davies'],"['Terence Davies', 'John Kennedy Toole']",42.0
60,Space Odyssey: Voyage to the Planets,2004.0,tv movie,"['Documentary', 'Drama', 'Sci-Fi']",7.7,978.0,['United Kingdom'],['English'],"['David Suchet', 'Martin McDougall', 'Joanne McQuinn', 'Rad Lazar', 'Mark Dexter', 'Michelle Joseph', 'Mark Tandy', 'Hélène Mahieu', 'Lourdes Faberes', 'John Schwab', 'Colin Stinton', 'Rodolfo Jiménez', 'Maurice Nathan Weert']",['Joe Ahearne'],['Joe Ahearne'],89.0
61,Blood Will Out,1999.0,episode,"['Crime', 'Drama', 'Mystery']",7.4,794.0,['United Kingdom'],['English'],"['John Nettles', 'Daniel Casey', 'Jane Wymark', 'Laura Howard', 'Barry Jackson', 'Kevin McNally', 'John Duttine', 'Elizabeth Garvie', 'Paul Jesson', 'Tricia George', 'Honeysuckle Weeks', 'Rowena Cooper', 'Phyllida Law', 'Ian Thompson', 'Daniel Betts', 'Jerome Willis', 'Nick Moran', 'Elizabeth Thomas', 'David Allister', 'Francis Lee', 'Brett Reylander']",['Moira Armstrong'],"['Douglas Watkinson', 'Caroline Graham']",118.0
62,"Henry: Portrait of a Serial Killer, Part 2",1996.0,movie,"['Crime', 'Horror', 'Thriller']",4.9,1001.0,['United States'],['English'],"['Penelope Milford', 'Neil Giuntoli', 'Mike Houlihan', 'James Otis', 'Rich Baker', 'Rich Komenich', 'Kate Walsh', 'Carri Levinson', 'Daniel Allar', 'Bill Pirman', 'Larry Calicchio', 'Sam Saletta', 'Don Rimgale', 'Kathleen Perkins', 'Miles Stroth', 'Marlon Newson', 'Marco Santucci', 'Rich Wilkie', 'Kevin Hurley', 'Kevin Sorensen', 'Leslie Zang', 'Kam Heskin', 'Richard Henzel', 'Fran Smith', 'Jim Cantafio']",['Chuck Parello'],['Chuck Parello'],75.0
